code,department,faculty,link,term,title
POL 4350,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027339&term=2189&session=FS,2018 Fall Term,Honours Seminar in Comparative Politics
POL 4527,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027368&term=2189&session=FS,2018 Fall Term,Regards critiques et historiques sur la politique étrangère états-unienne
POL 7508,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027506&term=2189&session=FS,2018 Fall Term,Transformations sociales et idéologies
POL 7512,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027510&term=2189&session=FS,2018 Fall Term,Sécurité et conflits : Enjeux contemporains
POL 7522,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027520&term=2189&session=FS,2018 Fall Term,Thèmes choisis en politique comparée
POL 7661,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=051669&term=2189&session=FS,2018 Fall Term,Séminaire doctoral de méthodologie (Partie 1 de 2)
POL 7979,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027536&term=2189&session=FS,2018 Fall Term,Research Paper
POL 8110,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027540&term=2189&session=FS,2018 Fall Term,Seminar in the Minor Field: International Relations
POL 8111,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027541&term=2189&session=FS,2018 Fall Term,Seminar in the Minor Field: Comparative Politics
POL 8112,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027542&term=2189&session=FS,2018 Fall Term,Seminar in the Minor Field: Canadian and Québec Politics
POL 8113,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027543&term=2189&session=FS,2018 Fall Term,Seminar in the Minor Field: Political Thought
POL 8510,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027546&term=2189&session=FS,2018 Fall Term,Séminaire dans le champ mineur : Relation internationale
POL 8511,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027547&term=2189&session=FS,2018 Fall Term,Séminaire dans le champ mineur : Politique comparée
POL 8512,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027548&term=2189&session=FS,2018 Fall Term,Séminaire dans le champ mineur : Politique canadienne et québécoise
POL 8513,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027549&term=2189&session=FS,2018 Fall Term,Séminaire dans le champ mineur : Pensée politique
POL 2001,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=052173&term=2189&session=FS,2018 Fall Term,Theories and Problems in International Relations (Part 1 of 2)
POL 2181,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=052175&term=2189&session=FS,2018 Fall Term,Theories and Problems in Comparative Politics (Part 1 of 2)
POL 2191,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=052177&term=2189&session=FS,2018 Fall Term,Theories and Problems in Canadian and Quebec Politics (Part 1 of 2)
POL 2201,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=052179&term=2189&session=FS,2018 Fall Term,Theories and Problems in Analysis of Political Ideology's (Part 1 of 2)
POL 9320,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027555&term=2189&session=FS,2018 Fall Term,Comprehensive Examination in the Minor Field
POL 9350,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027556&term=2189&session=FS,2018 Fall Term,Thesis Proposal
POL 6001,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=052181&term=2189&session=FS,2018 Fall Term,Théories et problèmes en relations internationales (Partie 1 de 2)
PSY 2506,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027642&term=2189&session=FS,2018 Fall Term,Méthodes quantitatives en psychologie I
PSY 2510,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027646&term=2189&session=FS,2018 Fall Term,Psychologie sociale
PSY 2514,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027649&term=2189&session=FS,2018 Fall Term,Psychologie du développement de la naissance à la mort
PSY 2516,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027650&term=2189&session=FS,2018 Fall Term,Méthodes quantitatives en psychologie II
PSY 2574,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027651&term=2189&session=FS,2018 Fall Term,Méthodes de recherche et éthique
PSY 2701,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027657&term=2189&session=FS,2018 Fall Term,Fondements biologiques du comportement
PSY 3101,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027662&term=2189&session=FS,2018 Fall Term,The Psychology of Death and Dying
PSY 3102,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027663&term=2189&session=FS,2018 Fall Term,Interpersonal Relationships
PSY 3103,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027664&term=2189&session=FS,2018 Fall Term,Learning and Conditioning
PSY 3105,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027666&term=2189&session=FS,2018 Fall Term,The Psychology of Adolescence
PSY 3108,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027669&term=2189&session=FS,2018 Fall Term,Perception
PSY 3109,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027670&term=2189&session=FS,2018 Fall Term,Social Motivation
PSY 3121,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027673&term=2189&session=FS,2018 Fall Term,Psychology of Women
PSY 3122,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027674&term=2189&session=FS,2018 Fall Term,Human Sexual Behaviour
PSY 3123,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027675&term=2189&session=FS,2018 Fall Term,The Psychology of the Family
PSY 3135,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027682&term=2189&session=FS,2018 Fall Term,Social Development of the Child
PSY 3142,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027685&term=2189&session=FS,2018 Fall Term,Drugs and Behaviour
PSY 3171,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027687&term=2189&session=FS,2018 Fall Term,Psychopathology
PSY 3173,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027689&term=2189&session=FS,2018 Fall Term,Forensic Psychology
PSY 3301,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027698&term=2189&session=FS,2018 Fall Term,Behavioural Neuroscience
PSY 4174,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027785&term=2189&session=FS,2018 Fall Term,Seminar in Evolutionary Psychology
PSY 2761,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051216&term=2189&session=FS,2018 Fall Term,Honours Thesis (Part 1 of 2)
PSY 4327,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027802&term=2189&session=FS,2018 Fall Term,Sleep and Dreams
PSY 3911,School of Psychology,Faculty of Social Sciences,Course.aspx?id=052251&term=2189&session=FS,2018 Fall Term,Special Topics in Psychology (Part 1 of 2)
PSY 4530,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027813&term=2189&session=FS,2018 Fall Term,Histoire et systèmes de la psychologie
PSY 6761,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051248&term=2189&session=FS,2018 Fall Term,Thèse de spécialisation (Partie 1 de 2)
PSY 4727,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027836&term=2189&session=FS,2018 Fall Term,Le sommeil et les rêves
PSY 5023,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027858&term=2189&session=FS,2018 Fall Term,Master's Level Research Practicum
PSY 5120,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027883&term=2189&session=FS,2018 Fall Term,Advanced Statistics in Psychology: Univariate Data Analysis
PSY 5133,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027889&term=2189&session=FS,2018 Fall Term,Clinical Research Methods
PSY 2021,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051569&term=2189&session=FS,2018 Fall Term,Psychodiagnostic Assessment of Adults and Children (Part 1 of 2)
PSY 2071,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051571&term=2189&session=FS,2018 Fall Term,Psychological Intervention and Consultation (Part 1 of 2)
PSY 4241,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051573&term=2189&session=FS,2018 Fall Term,Contemporary Issues and Professional Skills in the Psychological Sciences (Part 1 of 2)
PSY 5514,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027930&term=2189&session=FS,2018 Fall Term,Fondements de la psychologie du développement
PSY 5520,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027932&term=2189&session=FS,2018 Fall Term,Statistique avancée en psychologie : Analyse de données univariées
PSY 5533,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027937&term=2189&session=FS,2018 Fall Term,Méthodes de recherche clinique
PSY 6021,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051575&term=2189&session=FS,2018 Fall Term,Évaluation psychodiagnostique des adultes et des enfants (Partie 1 de 2)
PSY 6071,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051577&term=2189&session=FS,2018 Fall Term,Intervention et consultation psychologique (Partie 1 de 2)
PSY 8241,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051579&term=2189&session=FS,2018 Fall Term,Enjeux contemporains et compétences professionnelles dans les sciences psychologiques (1 de 2)
PSY 6002,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027975&term=2189&session=FS,2018 Fall Term,Practicum in Applied Research
SCS 1550,Social Sciences (General),Faculty of Social Sciences,Course.aspx?id=028601&term=2189&session=FS,2018 Fall Term,Introduction aux études en sciences sociales
SCS 2150,Social Sciences (General),Faculty of Social Sciences,Course.aspx?id=028605&term=2189&session=FS,2018 Fall Term,Introduction to Methodology in the Social Sciences
SCS 2550,Social Sciences (General),Faculty of Social Sciences,Course.aspx?id=028607&term=2189&session=FS,2018 Fall Term,Introduction à la méthodologie en sciences sociales
SCS 3100,Social Sciences (General),Faculty of Social Sciences,Course.aspx?id=028608&term=2189&session=FS,2018 Fall Term,Special Topic II
SCS 4150,Social Sciences (General),Faculty of Social Sciences,Course.aspx?id=028624&term=2189&session=FS,2018 Fall Term,Directed Research in Social Sciences
SCS 4550,Social Sciences (General),Faculty of Social Sciences,Course.aspx?id=028627&term=2189&session=FS,2018 Fall Term,Recherche dirigée en sciences sociales
SEG 2105,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028722&term=2189&session=FS,2018 Fall Term,Introduction to Software Engineering
SEG 2505,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028726&term=2189&session=FS,2018 Fall Term,Introduction au génie logiciel
SEG 2900,Department of Computer Science,Faculty of Engineering,Course.aspx?id=039348&term=2189&session=FS,2018 Fall Term,Professional Communication and Responsibility
SEG 3101,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028732&term=2189&session=FS,2018 Fall Term,Software Requirements Analysis
SEG 3102,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028733&term=2189&session=FS,2018 Fall Term,Software Design and Architecture
SEG 3501,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028747&term=2189&session=FS,2018 Fall Term,Ingénierie des exigences
SEG 3502,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028748&term=2189&session=FS,2018 Fall Term,Architecture et conception de logiciels
SEG 3904,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028763&term=2189&session=FS,2018 Fall Term,Innovation Research Project
SEG 4105,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028766&term=2189&session=FS,2018 Fall Term,Software Project Management
SEG 4505,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028778&term=2189&session=FS,2018 Fall Term,Gestion de projets en génie logiciel
SEG 4910,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028792&term=2189&session=FS,2018 Fall Term,Software Engineering Capstone Project Part 1
SEG 4911,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028793&term=2189&session=FS,2018 Fall Term,Software Engineering Capstone Project Part 2
SOC 1101,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029138&term=2189&session=FS,2018 Fall Term,Principles of Sociology
SOC 1106,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=051940&term=2189&session=FS,2018 Fall Term,Exploring Diversity in Canada
SOC 3516,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029255&term=2189&session=FS,2018 Fall Term,"Technologies, monde et sociétés"
SOC 3517,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029256&term=2189&session=FS,2018 Fall Term,Laboratoire de recherche qualitative
SOC 3518,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029257&term=2189&session=FS,2018 Fall Term,Parcours de vie et lien social
SOC 3536,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029264&term=2189&session=FS,2018 Fall Term,Durkheim et l'analyse durkheimienne
SOC 3542,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029269&term=2189&session=FS,2018 Fall Term,Analyse statistique appliquée
SOC 3731,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029292&term=2189&session=FS,2018 Fall Term,Sociologie et anthropologie du développement
SOC 4104,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029298&term=2189&session=FS,2018 Fall Term,"Family, Life Trajectories, and Society"
SOC 4107,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029301&term=2189&session=FS,2018 Fall Term,Urban Sociology
SOC 4117,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029304&term=2189&session=FS,2018 Fall Term,Quantitative Research Laboratory
SOC 4144,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029313&term=2189&session=FS,2018 Fall Term,Social Change
SOC 4309,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029320&term=2189&session=FS,2018 Fall Term,Ideology and Society
SOC 4503,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029326&term=2189&session=FS,2018 Fall Term,Sociologie des populations
SOC 4703,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029360&term=2189&session=FS,2018 Fall Term,Société du savoir et organisation sociale
SOC 4705,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029362&term=2189&session=FS,2018 Fall Term,Conflits et mouvements sociaux
SOC 7102,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029375&term=2189&session=FS,2018 Fall Term,Migration and Mobility
SOC 7103,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029376&term=2189&session=FS,2018 Fall Term,Sociology of the Environment
SOC 7106,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029379&term=2189&session=FS,2018 Fall Term,The Life course and Generations
SOC 7110,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029383&term=2189&session=FS,2018 Fall Term,Contemporary Sociological Theories
SOC 7141,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029395&term=2189&session=FS,2018 Fall Term,Advanced Qualitative Methodology
SOC 7501,School of Sociological and Anthropological Studies,Faculty of Social Sciences,Course.aspx?id=029408&term=2189&session=FS,2018 Fall Term,Citoyenneté et droits
SRS 2781,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029586&term=2189&session=FS,2018 Fall Term,"Christianisme, culture et changement"
SRS 2798,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029597&term=2189&session=FS,2018 Fall Term,Religion et santé
SRS 3187,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029618&term=2189&session=FS,2018 Fall Term,The World of the Apocryphal Texts
SRS 3313,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029628&term=2189&session=FS,2018 Fall Term,Buddhism
SRS 3502,Department of Religious Studies,Faculty of Arts,Course.aspx?id=042824&term=2189&session=FS,2018 Fall Term,Méthodes et théories en sciences des religions
SRS 3519,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029657&term=2189&session=FS,2018 Fall Term,Traditions chamaniques
SRS 3714,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029681&term=2189&session=FS,2018 Fall Term,Le judaïsme
SRS 4702,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029722&term=2189&session=FS,2018 Fall Term,Séminaire en sciences des religions
SRS 5915,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029840&term=2189&session=FS,2018 Fall Term,Seminar in Religious Studies
SRS 5920,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029843&term=2189&session=FS,2018 Fall Term,Current Approaches to the Study of Religion
SRS 5928,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029849&term=2189&session=FS,2018 Fall Term,Thesis Proposal
SRS 6980,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029930&term=2189&session=FS,2018 Fall Term,Directed Studies I
SRS 7988,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029955&term=2189&session=FS,2018 Fall Term,Literature Review
SRS 8915,Department of Religious Studies,Faculty of Arts,Course.aspx?id=029984&term=2189&session=FS,2018 Fall Term,Seminar in Religious Studies
SSS 2110,Social Sciences (General),Faculty of Social Sciences,Course.aspx?id=029993&term=2189&session=FS,2018 Fall Term,Social Science Approaches to Health Issues
SSS 2510,Social Sciences (General),Faculty of Social Sciences,Course.aspx?id=029994&term=2189&session=FS,2018 Fall Term,Approches des sciences sociales aux questions de santé
SVS 1500,School of Social Work,Faculty of Social Sciences,Course.aspx?id=030002&term=2189&session=FS,2018 Fall Term,Introduction au service social
SVS 2515,School of Social Work,Faculty of Social Sciences,Course.aspx?id=030007&term=2189&session=FS,2018 Fall Term,Méthodes d'intervention en service social
SVS 2520,School of Social Work,Faculty of Social Sciences,Course.aspx?id=030008&term=2189&session=FS,2018 Fall Term,"État-providence, politiques sociales et service social"
SVS 3500,School of Social Work,Faculty of Social Sciences,Course.aspx?id=030011&term=2189&session=FS,2018 Fall Term,Intervention interculturelle en service sociale
SVS 6761,School of Social Work,Faculty of Social Sciences,Course.aspx?id=030100&term=2189&session=FS,2018 Fall Term,Lectures dirigées : Domaine famille-enfance
SVS 7501,School of Social Work,Faculty of Social Sciences,Course.aspx?id=030104&term=2189&session=FS,2018 Fall Term,Épistémologie et service social
SVS 7502,School of Social Work,Faculty of Social Sciences,Course.aspx?id=030105&term=2189&session=FS,2018 Fall Term,Étude avancée des théories et des pratiques d'intervention sociale
SVS 9997,School of Social Work,Faculty of Social Sciences,Course.aspx?id=030107&term=2189&session=FS,2018 Fall Term,Comprehensive Examination
SVS 9998,School of Social Work,Faculty of Social Sciences,Course.aspx?id=030108&term=2189&session=FS,2018 Fall Term,Research Project
SYS 5110,Department of Computer Science,Faculty of Engineering,Course.aspx?id=030116&term=2189&session=FS,2018 Fall Term,Foundation of Modelling and Simulation
SYS 5130,Department of Computer Science,Faculty of Engineering,Course.aspx?id=030118&term=2189&session=FS,2018 Fall Term,Systems Optimization and Management
SYS 5140,Department of Computer Science,Faculty of Engineering,Course.aspx?id=030119&term=2189&session=FS,2018 Fall Term,Economic System Design
SYS 5190,Department of Computer Science,Faculty of Engineering,Course.aspx?id=030123&term=2189&session=FS,2018 Fall Term,Directed Readings in Systems Science
SYS 5975,Department of Computer Science,Faculty of Engineering,Course.aspx?id=030128&term=2189&session=FS,2018 Fall Term,Project in Systems Science
SYS 7990,Department of Computer Science,Faculty of Engineering,Course.aspx?id=030130&term=2189&session=FS,2018 Fall Term,Master Thesis Proposal
THD 9999,Office of the Vice Rector Academic,Vice Rector Academic,Course.aspx?id=045103&term=2189&session=FS,2018 Fall Term,Doctoral Thesis
THE 1100,Department of Theatre,Faculty of Arts,Course.aspx?id=030132&term=2189&session=FS,2018 Fall Term,Introduction to the Practice of Theatre: Onstage
THE 1101,Department of Theatre,Faculty of Arts,Course.aspx?id=030133&term=2189&session=FS,2018 Fall Term,Introduction to the Practice of Theatre: Backstage
THE 1500,Department of Theatre,Faculty of Arts,Course.aspx?id=030137&term=2189&session=FS,2018 Fall Term,Introduction à la pratique théâtrale : Les métiers de la scène
THE 2111,Department of Theatre,Faculty of Arts,Course.aspx?id=030145&term=2189&session=FS,2018 Fall Term,Introduction to Acting
THE 2122,Department of Theatre,Faculty of Arts,Course.aspx?id=030147&term=2189&session=FS,2018 Fall Term,Fundamental Techniques of Voice and Movement
THE 2123,Department of Theatre,Faculty of Arts,Course.aspx?id=030148&term=2189&session=FS,2018 Fall Term,Principles of Play Analysis
THE 2131,Department of Theatre,Faculty of Arts,Course.aspx?id=030150&term=2189&session=FS,2018 Fall Term,Theatre History I
THE 2150,Department of Theatre,Faculty of Arts,Course.aspx?id=030159&term=2189&session=FS,2018 Fall Term,Technical Theatre I
THE 5510,Department of Theatre,Faculty of Arts,Course.aspx?id=030345&term=2189&session=FS,2018 Fall Term,Méthodologie
THE 5540,Department of Theatre,Faculty of Arts,Course.aspx?id=030348&term=2189&session=FS,2018 Fall Term,Analyse de la représentation
THE 5901,Department of Theatre,Faculty of Arts,Course.aspx?id=030349&term=2189&session=FS,2018 Fall Term,Production I
THE 5903,Department of Theatre,Faculty of Arts,Course.aspx?id=030351&term=2189&session=FS,2018 Fall Term,Production III
THE 5931,Department of Theatre,Faculty of Arts,Course.aspx?id=030352&term=2189&session=FS,2018 Fall Term,Graduate Seminar I
THE 5952,Department of Theatre,Faculty of Arts,Course.aspx?id=030356&term=2189&session=FS,2018 Fall Term,Formal Pre-Production Analysis
THE 6990,Department of Theatre,Faculty of Arts,Course.aspx?id=030361&term=2189&session=FS,2018 Fall Term,Thesis Proposal
THM 7999,Office of the Vice Rector Academic,Vice Rector Academic,Course.aspx?id=045104&term=2189&session=FS,2018 Fall Term,Master's Thesis
TMM 0091,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=051621&term=2189&session=FS,2018 Fall Term,Biomedical Research Laboratory (Part 1 of 2)
TMM 3101,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031657&term=2189&session=FS,2018 Fall Term,Molecular Biology and Inherited Disorders
TMM 3102,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031658&term=2189&session=FS,2018 Fall Term,"Proteins: Structure, Functions and Diseases"
TMM 3104,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031660&term=2189&session=FS,2018 Fall Term,Cellular Basis of Disease
TMM 3501,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031665&term=2189&session=FS,2018 Fall Term,Biologie moléculaire et maladies héréditaires
TMM 3502,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031666&term=2189&session=FS,2018 Fall Term,"Les protéines : Structure, fonctions et maladies"
TMM 3504,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031668&term=2189&session=FS,2018 Fall Term,Bases cellulaires de la maladie
TMM 0121,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=051625&term=2189&session=FS,2018 Fall Term,Honours Research Project (Part 1 of 2)
TMM 4102,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031674&term=2189&session=FS,2018 Fall Term,Regenerative Medicine
TMM 4107,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031679&term=2189&session=FS,2018 Fall Term,Viral Pathogenesis
TMM 4300,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031681&term=2189&session=FS,2018 Fall Term,Selected Topics in Biomedical Research
TMM 4301,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=031682&term=2189&session=FS,2018 Fall Term,Special Topics in Biochemistry
TRA 4133,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031791&term=2189&session=FS,2018 Fall Term,Technical Translation from French into English (L1) II
TRA 4136,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031792&term=2189&session=FS,2018 Fall Term,External Practicum
TRA 4501,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031798&term=2189&session=FS,2018 Fall Term,Traduction générale de l'espagnol vers le français I
TRA 4502,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031799&term=2189&session=FS,2018 Fall Term,Traduction du français vers l'espagnol
TRA 4533,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031804&term=2189&session=FS,2018 Fall Term,Traduction technique de l'anglais vers le français (L1) II
TRA 4536,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031807&term=2189&session=FS,2018 Fall Term,Stage externe
TRA 4936,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031830&term=2189&session=FS,2018 Fall Term,Specialized Professional Training
TRA 4937,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031831&term=2189&session=FS,2018 Fall Term,Professional Aspects of Translation
TRA 4950,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031834&term=2189&session=FS,2018 Fall Term,Special Topics
TRA 4975,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031840&term=2189&session=FS,2018 Fall Term,Introduction to the Theory of Translation
TRA 5902,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031855&term=2189&session=FS,2018 Fall Term,Translation Theory
TRA 5903,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031856&term=2189&session=FS,2018 Fall Term,Computers and Translation
TRA 5905,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031858&term=2189&session=FS,2018 Fall Term,"Lexicology, Terminology and Documentation"
TRA 5916,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031870&term=2189&session=FS,2018 Fall Term,Translation Workshop I
TRA 5921,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031875&term=2189&session=FS,2018 Fall Term,Conference Documentation I
TRA 5951,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031882&term=2189&session=FS,2018 Fall Term,Consecutive Interpretation from English to French
TRA 5952,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031883&term=2189&session=FS,2018 Fall Term,Consecutive Interpretation from French to English
TRA 5970,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031885&term=2189&session=FS,2018 Fall Term,Consecutive Interpretation Workshop from English to French
TRA 5971,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031886&term=2189&session=FS,2018 Fall Term,Consecutive Interpretation Workshop from French to English
TRA 6902,School of Translation and Interpretation,Faculty of Arts,Course.aspx?id=031898&term=2189&session=FS,2018 Fall Term,Discourse and Translation
ADX 4992,Executive MBA Program,Telfer School of Management,Course.aspx?id=051804&term=2189&session=TR,2018 Fall Term,EMBA Consulting Project (Part 2 of 2)
AMT 3105,Department of Theatre,Faculty of Arts,Course.aspx?id=052054&term=2189&session=TR,2018 Fall Term,Workshop in the Arts
AMT 3505,Department of Theatre,Faculty of Arts,Course.aspx?id=052055&term=2189&session=TR,2018 Fall Term,Atelier des arts
APA 9997,School of Human Kinetics,Faculty of Health Sciences,Course.aspx?id=001785&term=2189&session=TR,2018 Fall Term,Thesis proposal
APA 9998,School of Human Kinetics,Faculty of Health Sciences,Course.aspx?id=001786&term=2189&session=TR,2018 Fall Term,Ph.D. Comprehensive Examination
CHM 8301,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004208&term=2189&session=TR,2018 Fall Term,Analytical Mass Spectrometry
CHM 8302,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004210&term=2189&session=TR,2018 Fall Term,Advanced Topics in Inorganic Chemistry
CHM 8308,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004220&term=2189&session=TR,2018 Fall Term,Multinuclear Magnetic Resonance Spectroscopy
CHM 8309,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004222&term=2189&session=TR,2018 Fall Term,Advanced Topics in Physical
